algorithm,replicate,score
gmm_bic,5,0.7531243140698088
gmm_bic,6,0.7510515394440131
gmm_bic,7,0.773846246479478
gmm_bic,8,0.7889640960695967
gmm_bic,9,0.7810672510540166
gmm_bic,10,0.7418387551696872
gmm_bic,11,0.7861647727556162
gmm_bic,12,0.7555275922183609
gmm_bic,13,0.7650774775909241
gmm_bic,14,0.7435168202904865
gmm_bic,15,0.781073764860662
gmm_bic,16,0.7583652034326203
gmm_bic,17,0.7740707926201631
gmm_bic,18,0.7733577759473562
gmm_bic,19,0.7705365989206746
gmm_bic,20,0.7683384390592577
gmm_bic,21,0.7875046644621593
gmm_bic,22,0.7547340372878171
gmm_bic,23,0.7786243824860959
gmm_bic,24,0.7833971597384524
gmm_bic,25,0.7514147817361265
gmm_bic,26,0.754690374508378
gmm_bic,27,0.7545508376583251
gmm_bic,28,0.7665956668925697
gmm_bic,29,0.7519128838034854
gmm_bic,30,0.7510814985992267
gmm_bic,31,0.7218952168993014
gmm_bic,32,0.7774999187171515
gmm_bic,33,0.775281577979354
gmm_bic,34,0.7700359352269412
gmm_bic,35,0.7509398694255396
gmm_bic,36,0.771221385939507
gmm_bic,37,0.7490960583910264
gmm_bic,38,0.755322487178859
gmm_bic,39,0.7714043914936299
gmm_bic,40,0.7733529242961108
gmm_bic,41,0.7158013281470936
gmm_bic,42,0.752837662901042
gmm_bic,43,0.7541574390452801
gmm_bic,44,0.7608996083883165
gmm_bic,45,0.760055898048259
gmm_bic,46,0.7412785496243518
gmm_bic,47,0.7416137499738107
gmm_bic,48,0.7617623482388167
gmm_bic,49,0.7513726921303229
hdbscan,0,0.7558913995502172
hdbscan,1,0.7354704083605197
hdbscan,2,0.7549445306593898
hdbscan,3,0.7417335298555883
hdbscan,4,0.7554997951729227
hdbscan,5,0.7451633477403734
hdbscan,6,0.7460269402466636
hdbscan,7,0.7586130029032458
hdbscan,8,0.7349874116281006
hdbscan,9,0.7415352465238927
hdbscan,10,0.7354674192971815
hdbscan,11,0.7399614365508336
hdbscan,12,0.7598816168233693
hdbscan,13,0.7571767481592906
hdbscan,14,0.752582627552999
hdbscan,15,0.7695813461348407
hdbscan,16,0.7705705487341332
hdbscan,17,0.751223747563391
hdbscan,18,0.7648501915310735
hdbscan,19,0.770641405913573
hdbscan,20,0.7606445185468997
hdbscan,21,0.7721714792743162
hdbscan,22,0.7284045293517201
hdbscan,23,0.7715245158233883
hdbscan,24,0.7598531456443687
hdbscan,25,0.7517377700597084
hdbscan,26,0.7453070669509478
hdbscan,27,0.7843606244970107
hdbscan,28,0.7625581003897306
hdbscan,29,0.7664386342766936
hdbscan,30,0.7725739866443211
hdbscan,31,0.7613172081548842
hdbscan,32,0.7510685451789826
hdbscan,33,0.7473881971146996
hdbscan,34,0.759870986048452
hdbscan,35,0.7515538573489811
hdbscan,36,0.765775648028183
hdbscan,37,0.7471549329318931
hdbscan,38,0.7393515118123113
hdbscan,39,0.751161004884825
hdbscan,40,0.762602109028637
hdbscan,41,0.7144429669106817
hdbscan,42,0.752958756522598
hdbscan,43,0.753760782611258
hdbscan,44,0.7498923869983259
hdbscan,45,0.7640576947072396
hdbscan,46,0.72483732479656
hdbscan,47,0.7585330441444428
hdbscan,48,0.7580255096371368
hdbscan,49,0.7359625714102174
